-0.212	-3.203	-1.225	-21.891
-0.398	-11.579	-1.186	-14.882
-0.206	-16.604	-1.065	-16.141
0.608	-15.305	-1.430	-23.727
1.774	-11.944	-1.480	-23.690
2.399	-12.433	-0.930	-16.305
2.328	-10.237	-0.456	-14.818
2.412	-2.373	-0.238	-21.409
2.369	4.505	-0.228	-22.553
1.661	2.724	0.056	-14.358
0.628	0.294	0.170	-10.458
-0.017	2.271	-0.468	-16.725
-0.091	2.573	-1.016	-20.132
-0.113	-5.274	-1.028	-14.461
-0.350	-12.469	-0.544	-10.333
0.124	-9.911	-0.463	-16.862
1.344	-5.134	-0.914	-22.751
1.857	-6.435	-0.847	-18.464
1.871	-12.055	-0.289	-11.690
1.157	-9.585	-0.070	-14.820
1.248	2.644	-0.241	-20.741
1.433	7.709	-0.284	-17.045
1.063	4.623	0.237	-8.520
0.721	0.076	0.132	-10.105
0.182	1.756	-0.420	-17.251
0.205	0.608	-0.678	-15.925
-0.160	-5.783	-0.536	-8.581
0.053	-9.420	-0.618	-9.717
0.782	-8.340	-1.076	-17.010
1.560	-7.017	-1.044	-16.999
1.759	-10.087	-0.185	-9.243
1.328	-7.357	0.369	-8.044
1.411	3.084	0.372	-15.373
1.869	10.322	0.249	-16.519
1.538	10.002	0.523	-8.345
0.960	8.448	0.756	-4.772
0.522	12.549	0.500	-10.995
0.297	13.660	-0.110	-15.042
-0.353	6.632	-0.458	-9.184
-0.885	-3.730	-0.397	-4.393
-0.864	-5.948	-0.632	-9.984
0.380	-3.503	-0.990	-15.820
1.400	-5.251	-0.778	-11.882
1.513	-11.392	0.040	-6.005
1.343	-12.367	0.382	-9.686
1.606	-2.974	0.157	-14.807
1.613	1.558	0.093	-10.391
1.048	0.061	0.384	-2.704
0.560	-0.785	0.324	-4.852
0.145	0.714	-0.232	-11.303
-0.120	-1.258	-0.565	-9.664
-0.841	-8.232	-0.613	-3.457
-0.927	-10.934	-0.588	-5.472
-0.070	-10.763	-0.885	-13.662
1.167	-11.457	-0.925	-14.699
1.681	-15.942	-0.464	-7.661
1.559	-15.526	0.049	-5.838
1.817	-6.385	0.095	-12.990
2.349	1.239	0.100	-15.277
2.013	1.714	0.575	-7.404
0.988	-2.049	0.758	-3.353
0.027	0.243	0.275	-8.982
-0.433	3.275	-0.255	-12.693
-0.751	-1.784	-0.377	-7.212
-1.158	-11.787	-0.283	-2.837
-1.250	-15.492	-0.611	-8.474
-0.648	-10.428	-1.185	-13.525
0.125	-9.247	-0.895	-9.047
0.649	-12.779	0.006	-2.305
1.004	-12.090	0.482	-6.156
1.647	-3.190	0.358	-12.444
1.689	2.555	0.304	-8.651
1.076	3.747	0.714	-0.180
0.408	6.383	0.607	-1.731
-0.058	9.841	0.073	-8.328
-0.262	6.784	-0.064	-7.493
-1.127	-1.754	0.150	-0.460
-1.447	-3.784	0.237	-1.335
-0.768	-2.014	-0.525	-8.444
0.390	-2.059	-0.778	-8.659
0.747	-10.123	-0.148	-1.478
0.372	-14.186	0.375	0.023
0.639	-6.033	0.190	-6.959
1.358	4.050	-0.067	-8.651
1.185	5.309	0.296	-0.622
0.394	0.931	0.596	3.701
-0.712	2.789	0.298	-2.444
-1.010	7.617	-0.067	-6.211
-1.131	4.605	-0.072	-0.400
-1.266	-3.322	-0.017	4.339
-0.880	-8.187	-0.590	-1.275
0.072	-7.204	-1.037	-7.091
0.945	-6.180	-0.540	-3.440
1.213	-7.306	0.155	2.569
1.288	-3.544	0.341	-0.828
1.608	3.898	-0.046	-6.564
1.603	6.637	-0.012	-2.593
1.094	6.286	0.545	5.370
0.494	8.581	0.756	3.496
0.044	13.052	0.225	-3.390
-0.306	9.931	-0.366	-2.204
-1.334	0.546	-0.219	5.326
-2.297	-3.289	-0.133	4.229
-2.044	-0.192	-0.594	-3.673
-0.506	0.763	-0.812	-4.809
0.520	-6.059	-0.381	1.655
0.108	-10.641	0.110	2.757
-0.017	-5.103	0.138	-3.994
0.889	3.829	0.159	-4.902
1.194	5.900	0.732	3.248
0.883	1.689	1.107	7.598
-0.122	2.632	0.789	1.387
-0.689	8.997	0.307	-2.261
-1.066	7.356	0.157	3.757
-1.598	0.866	0.330	8.182
-1.667	-2.937	-0.027	2.143
-1.077	-3.326	-0.577	-3.912
-0.427	-6.681	-0.470	-0.853
-0.073	-9.826	0.046	5.294
0.399	-6.947	0.060	1.726
1.498	0.812	0.020	-4.391
1.708	4.266	0.472	-1.299
0.972	4.550	1.160	6.992
0.329	8.338	1.011	5.356
-0.016	15.436	0.446	-1.053
0.030	13.720	0.226	1.094
-0.788	3.780	0.263	8.660
-1.795	-1.692	0.187	7.832
-1.956	-0.604	-0.464	-0.440
-0.864	0.197	-0.764	-1.644
-0.132	-5.706	-0.468	5.317
-0.252	-11.019	0.066	7.140
-0.387	-6.296	0.267	-0.074
0.484	2.587	0.325	-2.474
0.899	5.044	0.725	5.110
0.958	4.638	1.131	8.930
0.706	6.674	0.909	3.459
0.268	9.497	0.436	-0.306
-0.567	6.150	0.393	5.476
-1.552	3.243	0.252	10.813
-1.524	4.369	-0.373	5.462
-0.834	2.782	-1.027	-0.260
-0.175	-1.069	-0.918	3.767
-0.245	-5.737	-0.277	9.643
-0.058	-2.210	-0.078	5.529
1.110	5.729	-0.414	-1.396
1.903	7.476	-0.138	1.358
1.515	3.612	0.504	9.526
0.279	2.115	0.497	7.828
-0.486	7.856	0.053	1.372
-0.532	9.387	0.070	2.423
-1.125	2.104	0.240	9.804
-2.003	-5.742	-0.022	9.534
-2.438	-4.938	-0.783	1.865
-1.845	-2.270	-1.112	0.674
-0.855	-4.870	-0.643	7.092
0.150	-8.290	0.078	8.713
1.038	-6.313	0.005	2.006
1.738	-0.951	-0.164	0.071
1.422	1.644	0.403	7.287
0.643	4.874	0.770	11.570
0.426	10.774	0.202	6.276
0.363	14.738	-0.288	3.226
-0.226	10.092	-0.463	9.773
-1.487	4.438	-0.627	15.740
-1.945	4.595	-1.237	10.819
-1.132	5.006	-1.668	4.577
-0.515	0.386	-1.487	7.574
-0.535	-8.157	-1.105	13.558
-0.779	-7.936	-1.066	9.942
0.170	0.382	-1.062	3.232
0.958	5.659	-0.798	5.466
1.215	3.562	-0.179	13.046
0.416	2.143	-0.089	12.456
-0.166	8.709	-0.450	6.160
-0.270	10.357	-0.548	7.195
-0.935	4.499	-0.366	14.533
-1.144	-0.674	-0.479	14.018
-1.235	-1.281	-0.957	5.859
-0.969	-1.473	-1.208	4.341
-1.025	-7.543	-0.955	10.700
-0.769	-9.118	-0.532	11.751
0.521	-4.179	-0.473	4.091
1.773	2.512	-0.544	1.868
1.814	1.945	-0.114	9.134
1.301	1.721	0.263	13.582
0.887	8.758	0.122	8.087
0.638	13.292	-0.124	4.208
-0.198	9.637	0.242	9.858
-1.830	5.470	0.676	14.772
-2.960	10.465	0.642	9.940
-2.758	16.900	0.246	6.248
-2.031	17.251	0.262	13.986
-1.350	10.030	0.685	21.751
-1.098	6.022	0.547	15.608
0.209	5.317	0.066	7.266
1.229	1.924	0.010	9.609
1.460	-2.165	0.591	14.892
1.471	-6.511	0.692	9.350
1.003	-2.791	0.347	-1.626
0.401	1.019	0.146	-3.336
-0.712	-1.441	0.313	3.439
-1.131	-2.941	0.275	3.344
-1.099	-2.481	-0.202	-4.496
-0.737	-1.711	-0.215	-6.779
-0.680	-7.074	0.356	-0.202
-0.693	-8.059	0.820	2.254
0.435	-2.613	0.632	-4.367
1.806	1.501	0.376	-6.665
1.952	2.390	0.784	0.319
0.928	2.703	1.110	5.328
-0.409	9.173	0.902	0.130
-0.462	15.018	0.586	-3.752
-0.499	10.798	0.547	2.251
-1.383	3.102	0.724	7.521
-2.344	1.104	0.367	2.235
-2.277	2.754	-0.156	-4.081
-1.661	-0.086	-0.209	-0.698
-0.844	-8.405	0.111	5.400
0.032	-12.067	0.340	1.692
0.800	-7.305	0.274	-5.206
1.048	-2.285	0.514	-2.893
0.907	-0.267	1.198	5.332
0.926	3.358	1.407	5.270
0.737	11.526	1.044	-0.250
0.285	14.705	0.637	1.194
-0.717	10.955	0.587	8.782
-1.341	8.832	0.704	9.456
-1.266	9.191	0.402	2.617
-0.912	7.057	0.163	1.673
-1.065	-2.579	0.183	8.689
-1.500	-6.647	0.635	10.940
-1.138	-0.976	0.453	3.307
0.481	5.328	0.307	-0.763
1.328	4.295	0.850	4.928
1.009	1.373	1.432	9.499
0.106	5.673	1.273	4.882
-0.361	13.370	0.806	0.960
-0.637	13.644	0.766	6.397
-1.045	8.596	0.878	12.303
-1.190	5.284	0.488	7.987
-1.598	4.266	0.016	2.065
-1.710	2.228	-0.046	5.406
-1.687	-1.559	0.363	10.443
-0.870	-1.079	0.514	6.364
0.450	2.171	0.414	0.528
0.738	4.749	0.660	3.376
0.432	5.577	1.370	11.438
0.150	9.321	1.448	10.594
0.336	17.918	0.958	4.131
0.308	20.302	0.815	5.106
-0.912	13.628	0.857	13.226
-2.279	9.141	0.740	14.059
-2.717	9.364	0.209	6.778
-1.833	7.348	-0.328	5.207
-1.532	-1.868	-0.491	11.209
-1.880	-9.146	-0.375	12.318
-1.226	-7.228	-0.376	5.089
0.384	-1.857	-0.335	2.338
1.118	-1.887	0.312	8.849
1.204	-5.825	0.937	13.495
0.672	-5.205	0.738	8.594
0.284	2.650	0.263	4.610
-0.250	3.007	0.304	10.018
-1.017	1.057	0.427	15.382
-1.149	0.411	-0.113	9.922
-1.086	-0.761	-0.659	3.362
-1.128	-5.423	-0.638	6.151
-1.310	-12.203	-0.222	11.813
-0.533	-10.416	-0.196	8.329
0.795	-5.403	-0.296	2.071
1.282	-2.672	-0.032	4.284
0.763	-2.216	0.605	11.773
-0.524	1.037	0.762	11.026
-0.512	10.371	0.423	4.588
-0.127	13.225	0.049	5.501
-0.664	6.281	0.103	13.553
-1.666	0.179	0.183	14.434
-2.167	1.715	-0.208	6.842
-1.769	2.435	-0.538	4.647
-1.655	-4.523	-0.530	10.372
-1.762	-13.215	-0.301	12.033
-1.464	-13.834	-0.403	5.124
-0.177	-5.974	-0.466	1.938
0.680	-1.743	0.171	7.689
1.122	-0.486	0.791	12.158
1.420	4.111	0.514	6.890
1.356	10.824	-0.019	2.796
0.401	10.800	0.095	8.481
-1.082	9.643	0.525	14.540
-1.506	11.269	0.249	10.340
-1.208	7.941	-0.392	4.611
-0.828	0.599	-0.630	7.726
-1.343	-8.070	-0.548	13.326
-1.751	-6.101	-0.536	9.574
-0.392	0.785	-0.662	2.425
0.673	2.536	-0.392	4.244
0.768	-0.033	0.426	11.700
0.109	0.787	0.765	10.789
-0.015	11.284	0.563	4.418
0.077	16.252	0.238	5.300
-0.557	10.830	0.172	13.024
-1.380	2.276	-0.094	13.594
-2.370	1.830	-0.745	6.172
-2.316	3.155	-1.147	4.032
-2.168	-1.804	-1.073	9.975
-1.647	-6.810	-0.823	11.619
-0.352	-7.510	-0.961	4.216
0.754	-3.098	-1.067	0.519
1.023	-2.773	-0.581	6.851
0.683	-1.022	0.009	12.450
0.734	6.843	0.104	8.039
0.900	15.283	-0.084	3.683
0.184	13.423	0.022	8.874
-1.370	8.564	0.216	15.131
-2.476	10.201	-0.063	10.883
-2.095	10.552	-0.614	5.143
-1.198	4.578	-0.602	8.344
-1.365	-4.213	-0.150	13.599
-1.913	-4.912	-0.196	9.736
-1.133	0.200	-0.706	2.653
0.019	2.135	-0.731	5.123
0.456	0.058	-0.038	13.329
-0.043	0.208	0.487	13.256
-0.439	10.010	0.566	6.748
-0.475	15.802	0.385	7.066
-1.042	13.661	0.474	15.234
-1.130	8.713	0.359	17.315
-1.521	7.264	-0.349	11.469
-1.430	7.956	-0.811	10.343
-1.830	3.121	-0.771	16.875
-2.007	0.808	-0.506	18.911
-0.931	2.890	-0.510	12.033
0.362	5.470	-0.555	9.094
0.663	3.165	0.103	15.528
0.200	3.034	0.810	19.990
0.195	11.218	0.786	14.699
0.633	19.073	0.334	10.527
0.045	17.649	0.305	17.144
-1.493	13.941	0.471	24.379
-2.689	13.405	-0.040	20.782
-2.936	14.528	-0.602	14.881
-2.704	10.018	-0.589	17.774
-2.877	0.518	-0.238	23.890
-3.204	-0.944	-0.144	20.896
-2.245	3.373	-0.482	14.178
-1.151	6.037	-0.259	16.526
-0.442	3.250	0.443	24.578
-0.044	0.924	0.644	24.517
0.118	6.733	0.466	18.745
0.074	12.355	0.531	20.446
-0.752	13.277	0.826	29.658
-1.102	15.288	0.860	31.427
-1.279	18.175	0.267	25.144
-1.589	17.145	-0.154	23.729
-2.620	8.668	-0.072	29.345
-3.188	3.820	0.201	31.001
-2.460	5.942	0.073	24.150
-0.982	7.740	-0.076	20.850
-0.196	2.932	0.297	26.510
-0.832	-0.086	0.814	31.267
-1.714	8.566	0.851	26.518
-1.608	18.879	0.652	22.665
-1.735	18.840	0.759	29.006
-2.388	15.387	0.821	36.152
-3.244	17.001	0.475	32.782
-3.577	18.931	0.108	27.336
-3.428	14.989	0.034	30.761
-3.259	6.442	0.273	36.663
-2.741	-0.533	0.323	32.814
-1.832	-1.844	0.078	25.548
-1.009	-0.463	0.181	27.433
-0.490	-1.550	0.723	34.831
-0.265	1.901	1.117	34.652
-0.127	11.733	1.006	28.478
-0.487	19.846	0.939	29.691
-1.714	23.916	1.238	39.205
-2.708	30.616	1.422	43.252
-3.108	39.461	1.247	40.905
-2.866	39.518	1.099	41.456
-3.092	25.543	1.105	47.175
-3.772	10.666	1.173	48.644
-3.567	5.756	0.746	40.162
-2.028	5.925	0.320	33.753
-1.004	1.252	0.716	35.209
-1.130	-4.047	1.382	35.943
-1.819	2.268	1.324	28.275
-1.426	14.005	0.819	23.128
-1.446	17.028	0.861	29.196
-1.891	15.367	1.144	36.366
-2.057	13.763	0.880	32.916
-2.480	14.952	0.532	28.149
-2.795	12.464	0.429	32.157
-3.120	7.423	0.525	39.317
-2.540	5.873	0.616	36.546
-1.661	6.123	0.264	29.407
-1.263	6.468	0.113	31.102
-1.239	3.672	0.566	38.813
-1.295	7.318	0.870	38.528
-0.705	16.831	1.025	31.825
-0.467	21.303	1.205	32.378
-1.461	18.786	1.551	40.779
-2.938	17.990	1.660	42.532
-3.576	23.892	1.227	36.447
-3.031	23.940	0.773	34.763
-2.994	15.469	0.767	40.791
-3.577	7.314	0.802	42.897
-3.582	6.304	0.296	36.227
-2.166	7.350	0.041	32.719
-1.227	3.295	0.572	37.923
-0.917	-0.957	1.358	42.651
-1.000	1.726	1.413	37.435
-1.205	12.145	1.106	32.559
-1.468	15.814	1.293	37.823
-1.995	15.943	1.680	44.014
-2.324	17.898	1.507	40.317
-2.857	20.531	0.917	34.741
-3.330	17.453	0.462	38.383
-4.216	10.640	0.600	44.869
-4.163	11.422	0.487	41.263
-2.740	12.801	0.092	33.586
-1.343	11.064	0.160	34.735
-1.036	4.969	0.877	42.022
-1.734	6.760	1.375	41.170
-1.508	18.750	1.373	34.350
-1.128	24.997	1.293	35.084
-1.368	23.160	1.530	44.153
-2.489	21.900	1.521	45.724
-3.593	26.615	1.158	38.930
-3.389	27.934	0.892	36.984
-3.560	20.651	0.849	43.254
-3.977	12.269	0.812	45.500
-3.787	8.189	0.277	38.095
-2.965	10.564	-0.053	34.585
-2.352	10.732	0.595	40.250
-1.854	9.187	1.424	44.759
-1.230	12.060	1.538	38.927
-0.641	17.732	1.105	34.043
-0.765	17.409	1.149	39.052
-1.664	16.171	1.485	45.437
-2.471	19.087	1.189	42.345
-2.743	22.158	0.899	37.152
-3.039	16.875	0.849	40.772
-3.995	7.972	0.811	46.725
-4.246	5.071	0.526	42.870
-3.087	5.096	-0.107	35.277
-1.718	3.909	-0.272	36.168
-1.095	-2.417	0.199	42.350
-1.486	-2.889	0.582	41.021
-1.279	5.636	0.527	33.611
-0.543	12.214	0.636	33.436
-0.510	13.488	1.181	41.692
-1.041	10.871	1.370	42.835
-1.989	11.976	0.984	35.925
-2.469	12.627	0.715	34.275
-3.005	7.321	0.659	40.688
-3.533	4.301	0.714	42.976
-3.095	2.912	0.268	36.133
-2.148	2.064	0.013	32.442
-1.785	-1.843	0.398	37.407
-1.730	-4.144	0.928	40.995
-1.532	2.637	1.027	35.025
-0.554	12.199	0.707	30.015
-0.375	13.917	0.667	35.361
-1.121	11.041	1.171	41.792
-2.075	13.082	0.983	38.078
-2.593	18.325	0.464	32.655
-2.581	15.038	0.371	36.105
-3.301	6.197	0.520	42.259
-3.903	2.963	0.400	38.522
-3.354	4.281	-0.096	31.054
-2.314	2.674	-0.188	31.977
-1.733	-4.029	0.325	38.470
-1.391	-6.225	0.711	37.252
-0.487	0.676	0.609	29.382
-0.029	8.490	0.663	28.850
-0.439	13.433	1.031	36.989
-1.106	15.837	1.176	38.647
-1.877	19.795	0.805	31.755
-2.381	20.293	0.347	30.001
-3.193	11.533	0.248	37.010
-3.825	6.580	0.196	39.424
-3.578	8.659	-0.186	31.627
-2.726	8.853	-0.504	26.965
-1.811	1.981	-0.119	31.503
-1.734	-3.926	0.483	35.519
-1.465	1.788	0.428	29.910
-0.365	13.773	0.183	25.090
-0.213	16.404	0.355	30.491
-0.658	12.319	0.916	36.833
-1.483	9.977	0.781	32.640
-2.097	13.654	0.307	26.637
-2.400	12.655	-0.048	30.034
-3.247	7.020	-0.189	36.659
-3.343	3.678	-0.484	33.099
-2.915	4.467	-1.064	25.412
-2.113	3.419	-1.062	25.790
-1.476	-1.041	-0.471	32.199
-1.257	-0.067	-0.031	31.326
-0.626	6.395	0.080	23.720
-0.102	10.742	0.190	23.974
-0.489	9.886	0.621	31.847
-0.938	9.597	0.578	33.006
-1.456	14.846	0.112	26.030
-1.704	17.253	-0.110	24.113
-2.436	11.319	-0.018	30.639
-3.459	4.573	0.040	32.592
-3.470	4.221	-0.542	24.593
-2.440	3.932	-0.870	20.198
-1.619	0.159	-0.526	25.348
-1.291	-6.064	0.062	29.538
-1.078	-4.164	0.193	23.411
-0.200	5.105	0.021	17.995
0.011	8.685	0.353	22.058
-0.382	8.418	1.002	28.580
-0.802	9.385	0.915	25.368
-1.447	13.296	0.532	19.784
-1.730	12.511	0.380	22.983
-2.350	6.951	0.262	29.135
-2.970	5.522	-0.222	25.115
-2.732	4.704	-0.727	16.947
-1.779	2.946	-0.629	17.829
-1.219	-4.214	-0.245	24.193
-1.010	-3.764	0.023	23.013
-0.203	4.858	0.031	15.684
0.625	7.916	0.042	15.186
0.454	5.655	0.505	22.860
-0.430	4.303	0.628	24.425
-1.280	12.238	0.330	18.020
-1.438	18.307	-0.043	15.876
-2.130	14.164	-0.074	22.056
-2.617	5.553	0.084	24.320
-2.250	1.234	-0.410	17.529
-1.666	2.936	-0.882	13.416
-1.540	0.016	-0.814	18.481
-1.392	-5.781	-0.259	22.882
-0.862	-5.052	-0.063	16.893
0.351	2.543	-0.164	10.987
0.599	4.445	0.097	15.296
0.055	5.395	0.691	21.401
-0.731	8.504	0.734	17.087
-1.278	12.011	0.517	10.885
-1.644	9.214	0.335	13.744
-2.301	2.908	0.122	20.362
-2.377	2.630	-0.240	17.285
-2.062	2.546	-0.862	9.599
-1.492	-0.823	-1.049	10.163
-1.238	-7.991	-0.562	16.202
-1.566	-9.063	-0.057	14.718
-0.822	-1.913	0.176	7.370
0.365	2.531	0.483	7.654
0.659	0.783	1.120	15.547
0.419	-0.822	1.248	17.051
0.029	5.448	0.889	10.793
-0.254	10.825	0.525	9.390
-1.211	6.159	0.452	16.138
-2.260	0.425	0.321	18.889
-2.733	-2.012	-0.211	11.509
-2.178	-3.167	-0.595	6.910
-1.474	-6.390	-0.546	11.626
-1.477	-6.991	-0.028	15.994
-1.730	1.923	0.097	11.575
-1.024	13.309	0.147	9.730
-0.296	17.875	0.738	19.489
0.044	17.531	1.556	27.580
0.437	17.598	1.434	21.030
0.544	17.855	0.973	12.557
0.060	10.950	0.857	13.990
-1.279	0.580	0.772	18.127
-1.893	-5.965	0.280	11.669
-1.709	-4.649	-0.383	1.195
-1.030	-3.483	-0.501	1.204
-0.936	-8.445	-0.222	7.245
-1.178	-10.758	0.068	6.268
-0.141	-7.438	0.110	-0.378
0.979	-2.715	0.192	0.825
0.965	-1.876	0.834	9.472
0.074	0.034	1.303	12.184
-0.661	7.867	1.070	7.246
-0.545	12.373	0.535	7.180
-0.985	7.995	0.392	15.272
-1.500	3.841	0.427	17.581
-1.674	3.818	-0.402	10.168
-1.418	2.679	-0.882	5.342
-1.224	-3.923	-0.612	9.977
-1.083	-10.640	-0.170	13.315
-0.350	-8.233	-0.065	7.062
0.894	-2.352	-0.178	2.232
1.238	-1.297	0.277	7.222
0.755	-2.516	0.926	13.353
0.241	-0.886	1.057	9.992
0.209	7.210	0.811	4.902
-0.074	8.210	0.763	8.800
-1.434	4.705	0.945	15.474
-2.417	2.707	0.627	12.143
-2.491	1.229	0.073	3.917
-2.029	-1.232	-0.036	4.297
-1.626	-6.425	0.133	10.224
-1.662	-7.943	0.066	8.707
-0.802	-3.927	-0.205	1.185
0.588	-0.118	-0.219	0.840
0.965	0.341	0.413	7.936
0.676	1.252	0.833	8.530
0.190	8.706	0.624	1.129
0.121	12.303	0.112	-1.076
-0.336	7.815	-0.051	5.622
-0.830	3.644	0.148	8.135
-0.859	3.270	-0.153	0.632
-0.711	1.123	-0.523	-4.250
-0.343	-6.071	-0.462	-0.263
-0.397	-12.370	-0.120	2.680
0.255	-10.807	-0.043	-3.741
1.484	-3.523	-0.204	-9.282
2.079	-0.890	0.245	-4.770
1.767	-2.042	1.005	1.574
1.034	-0.765	1.086	-2.856
1.022	7.428	0.697	-9.703
0.851	8.882	0.309	-6.979
-0.149	4.547	0.240	-0.608
-1.323	2.192	0.096	-4.072
-1.810	0.752	-0.437	-11.350
-0.965	-3.687	-0.767	-10.658
-0.383	-12.102	-0.630	-5.846
-0.127	-12.748	-0.359	-8.541
0.690	-9.000	-0.323	-17.324
2.006	-7.070	-0.409	-18.443
2.979	-10.931	0.157	-11.273
3.209	-11.166	0.594	-9.773
2.928	-4.340	0.394	-16.692
2.380	1.622	0.168	-19.065
1.646	-1.022	0.332	-12.658
0.755	-9.766	0.364	-10.415
0.247	-12.788	-0.239	-18.335
0.398	-12.869	-0.842	-23.441
0.590	-18.134	-0.933	-18.764
0.505	-24.348	-0.719	-15.788
0.671	-24.431	-0.729	-22.221
2.018	-19.899	-0.913	-28.126
2.892	-19.802	-0.570	-23.995
2.790	-20.273	-0.017	-17.877
2.067	-15.631	-0.127	-22.213
1.989	-6.973	-0.573	-28.744
2.206	-4.003	-0.726	-25.834
1.752	-7.115	-0.331	-18.723
1.134	-9.698	-0.351	-20.976
0.442	-9.748	-0.746	-28.339
0.480	-12.069	-0.935	-27.632
0.474	-20.795	-0.787	-21.738
0.937	-23.171	-0.831	-24.071
2.095	-21.015	-1.178	-32.577
3.152	-19.566	-1.306	-33.264
3.257	-21.116	-0.631	-26.546
2.766	-22.120	-0.184	-25.126
2.686	-14.264	-0.227	-31.255
2.618	-6.074	-0.553	-32.162
1.957	-5.741	-0.430	-25.026
