0.000	9.974	0.000	-3.191
0.000	12.644	0.000	-5.620
0.000	12.624	0.000	-4.267
0.000	14.557	0.000	-6.815
0.000	13.684	0.000	-5.365
0.000	14.723	0.000	-7.720
0.000	12.972	0.000	-5.954
0.000	13.186	0.000	-8.150
0.000	10.749	0.000	-6.232
0.000	10.602	0.000	-7.795
0.000	7.966	0.000	-4.943
0.000	7.773	0.000	-5.676
0.000	5.243	0.000	-2.649
0.000	5.225	0.000	-3.484
0.000	3.138	0.000	-0.246
0.000	3.831	0.000	-0.990
0.000	2.844	0.000	1.771
0.000	4.791	0.000	0.055
0.000	5.054	0.000	1.833
0.000	8.068	0.000	-0.264
0.000	8.804	0.000	1.691
0.000	11.697	0.000	0.235
0.000	11.836	0.000	2.453
0.000	13.858	0.000	0.665
0.000	13.031	0.000	2.878
0.000	14.062	0.000	1.316
0.000	12.297	0.000	3.691
0.000	12.607	0.000	1.803
0.000	10.447	0.000	3.557
0.000	10.690	0.000	0.977
0.000	8.425	0.000	2.321
0.000	8.521	0.000	0.072
0.000	6.260	0.000	1.731
0.000	6.512	0.000	-0.073
0.000	4.681	0.000	2.591
0.000	5.585	0.000	1.512
0.000	4.667	0.000	4.071
0.000	6.537	0.000	2.347
0.000	6.563	0.000	4.396
0.000	9.190	0.000	2.836
0.000	9.516	0.000	5.484
0.000	12.068	0.000	4.292
0.000	11.970	0.000	6.357
0.000	13.866	0.000	4.225
0.000	13.004	0.000	5.893
0.000	14.067	0.000	3.630
0.000	12.352	0.000	5.371
0.000	12.629	0.000	3.248
0.000	10.290	0.000	5.156
0.000	10.353	0.000	3.040
0.000	7.962	0.000	4.865
0.000	7.983	0.000	2.627
0.000	5.643	0.000	4.048
0.000	5.878	0.000	1.952
0.000	4.132	0.000	4.246
0.000	5.155	0.000	2.458
0.000	4.413	0.000	4.130
0.000	6.476	0.000	1.177
0.000	6.726	0.000	1.664
0.000	9.616	0.000	-1.832
0.000	10.042	0.000	-1.186
0.000	12.457	0.000	-4.087
0.000	12.022	0.000	-3.136
0.000	13.534	0.000	-5.707
0.000	12.325	0.000	-3.986
0.000	13.157	0.000	-6.173
0.000	11.356	0.000	-4.274
0.000	11.665	0.000	-6.153
0.000	9.305	0.000	-3.992
0.000	9.313	0.000	-5.688
0.000	6.892	0.000	-3.453
0.000	6.937	0.000	-5.393
0.000	4.727	0.000	-3.901
0.000	5.110	0.000	-5.980
0.000	3.474	0.000	-3.510
0.000	4.575	0.000	-4.809
0.000	3.734	0.000	-2.502
0.000	5.592	0.000	-4.627
0.000	5.653	0.000	-3.173
0.000	8.407	0.000	-5.666
0.000	8.892	0.000	-4.259
0.000	11.569	0.000	-6.564
0.000	11.526	0.000	-5.263
0.000	13.452	0.000	-7.964
0.000	12.549	0.000	-6.601
0.000	13.485	0.000	-8.994
0.000	11.649	0.000	-7.161
0.000	11.929	0.000	-9.261
